#********** START OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#
#OldRef				SheetNumber	NewRef
CAM				1	CAM45
STATUS				1	STATUS45
S_RUD				1	S_RUD45
S_WINCH				1	S_WINCH45
WIND				1	WIND45
#********** END OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#

#********** START OF fix_via_hack.ulp ULP Version 4.6.0 05-09-2016 :21:45:46 LOG **********#
TRACK	WireCount=1		Net=GND				start(X=75950.000000 Y=27750.000000)	end(X=77000.000000 Y=27750.000000 )
TRACK	WireCount=2		Net=GND				start(X=77000.000000 Y=27750.000000)	end(X=77000.000000 Y=27850.000000 )
TRACK	WireCount=3		Net=GND				start(X=60000.000000 Y=12000.000000)	end(X=60000.000000 Y=11000.000000 )
TRACK	WireCount=4		Net=GND				start(X=23850.000000 Y=46100.000000)	end(X=23850.000000 Y=45300.000000 )
TRACK	WireCount=5		Net=GND				start(X=23850.000000 Y=45300.000000)	end(X=24250.000000 Y=45300.000000 )
TRACK	WireCount=6		Net=GND				start(X=24250.000000 Y=45300.000000)	end(X=24250.000000 Y=45700.000000 )
TRACK	WireCount=7		Net=GND				start(X=24250.000000 Y=45700.000000)	end(X=24100.000000 Y=45700.000000 )
TRACK	WireCount=8		Net=GND				start(X=76000.000000 Y=27750.000000)	end(X=75850.000000 Y=27750.000000 )
TRACK	WireCount=9		Net=GND				start(X=75600.000000 Y=28000.000000)	end(X=75550.000000 Y=28000.000000 )
TRACK	WireCount=10		Net=GND				start(X=75550.000000 Y=28000.000000)	end(X=75550.000000 Y=29600.000000 )
TRACK	WireCount=11		Net=GND				start(X=75550.000000 Y=29600.000000)	end(X=76450.000000 Y=29600.000000 )
TRACK	WireCount=12		Net=GND				start(X=76450.000000 Y=29600.000000)	end(X=76450.000000 Y=29500.000000 )
TRACK	WireCount=13		Net=GND				start(X=76450.000000 Y=29500.000000)	end(X=76350.000000 Y=29500.000000 )
TRACK	WireCount=14		Net=GND				start(X=76350.000000 Y=29500.000000)	end(X=76350.000000 Y=28200.000000 )
TRACK	WireCount=15		Net=GND				start(X=76350.000000 Y=28200.000000)	end(X=75900.000000 Y=28200.000000 )
TRACK	WireCount=16		Net=GND				start(X=75900.000000 Y=28200.000000)	end(X=75900.000000 Y=29100.000000 )
PADFILL	PadCount=366		Net=RFGND				(X=6720.000000 Y=13320.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=368		Net=RFGND				(X=6720.000000 Y=11720.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=369		Net=RFGND				(X=6720.000000 Y=10920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=370		Net=RFGND				(X=6720.000000 Y=10120.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=372		Net=RFGND				(X=6720.000000 Y=8520.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=374		Net=RFGND				(X=6720.000000 Y=6920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=390		Net=GND				(X=14620.000000 Y=13920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=401		Net=GND				(X=10120.000000 Y=7920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=402		Net=RFGND				(X=10120.000000 Y=9420.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=403		Net=RFGND				(X=10120.000000 Y=10920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=405		Net=GND				(X=10120.000000 Y=13920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=406		Net=RFGND				(X=8620.000000 Y=7920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=410		Net=RFGND				(X=8620.000000 Y=13920.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=414		Net=3.3V				(X=5230.000000 Y=31870.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=416		Net=GND				(X=5230.000000 Y=34070.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=419		Net=GND				(X=15730.000000 Y=35460.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=420		Net=GND				(X=15730.000000 Y=29760.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=421		Net=GND				(X=1580.000000 Y=23910.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=422		Net=GND				(X=2580.000000 Y=37060.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=424		Net=3.3V				(X=22750.000000 Y=42630.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=426		Net=3.3V				(X=23750.000000 Y=42630.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=431		Net=GND				(X=23750.000000 Y=45370.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=433		Net=GND				(X=22750.000000 Y=45370.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=435		Net=3.3V				(X=21630.000000 Y=44750.000000)	LayerStart=1	LayerEnd=1
PADFILL	PadCount=444		Net=GND				(X=40800.000000 Y=17700.000000)	LayerStart=1	LayerEnd=1
#********** END OF fix_via_hack.ulp ULP Version 4.6.0 05-09-2016 :21:45:46 LOG **********#

#********** START OF eagle6xx-sch-to-kicad-sch.ulp 1.9 05-09-2016 :21:46:51 LOG **********#
Package Name Conflict: Package=C0402 from Internal SCH lib=SmartPrj  With Package=C0402 from LIB=SparkFun
Package Name Conflict: Package=R2010 from Internal SCH lib=SmartPrj  With Package=R2010 from LIB=SparkFun
Package Name Conflict: Package=R2010 from Internal SCH lib=SmartPrj  With Package=R2010 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2010 from Internal SCH lib=SmartPrj  With Package=R2010 from LIB=SparkFun-Resistors
Package Name Conflict: Package=R2512 from Internal SCH lib=SmartPrj  With Package=R2512 from LIB=SparkFun
Package Name Conflict: Package=R2512 from Internal SCH lib=SmartPrj  With Package=R2512 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2512 from Internal SCH lib=SmartPrj  With Package=R2512 from LIB=SparkFun-Resistors
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun  With Device=CAP0402-CAP from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun  With Device=CAP0402-CAP from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun  With Device=CAP0603-CAP from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun  With Device=CAP0603-CAP from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun  With Device=CAP0805 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun  With Device=CAP0805 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun  With Device=CAP1206 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun  With Device=CAP1206 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun  With Device=CAP1210 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun  With Device=CAP1210 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun  With Device=CAPASMD from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun  With Device=CAPASMD from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun  With Device=CAPPTH from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun  With Device=CAPPTH from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun  With Device=CAPPTH1 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun  With Device=CAPPTH1 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun  With Device=CAPPTH2 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun  With Device=CAPPTH2 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun  With Device=CAPPTH3 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun  With Device=CAPPTH3 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun  With Device=CAPSMD from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun  With Device=CAPSMD from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun  With Device=CAP_ from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun  With Device=CAP_ from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP_POL1206 from Internal SCH lib=SparkFun  With Device=CAP_POL1206 from LIB=kolosy
Device Name Conflict: Device=CAP_POL1206-KIT from Internal SCH lib=SparkFun  With Device=CAP_POL1206-KIT from LIB=kolosy
Device Name Conflict: Device=CAP_POL3528 from Internal SCH lib=SparkFun  With Device=CAP_POL3528 from LIB=kolosy
Device Name Conflict: Device=CAP_POL3528-KIT from Internal SCH lib=SparkFun  With Device=CAP_POL3528-KIT from LIB=kolosy
Device Name Conflict: Device=CAP_POL6032 from Internal SCH lib=SparkFun  With Device=CAP_POL6032 from LIB=kolosy
Device Name Conflict: Device=CAP_POL7343 from Internal SCH lib=SparkFun  With Device=CAP_POL7343 from LIB=kolosy
Device Name Conflict: Device=CAP_POLC from Internal SCH lib=SparkFun  With Device=CAP_POLC from LIB=kolosy
Device Name Conflict: Device=CAP_POLD from Internal SCH lib=SparkFun  With Device=CAP_POLD from LIB=kolosy
Device Name Conflict: Device=CAP_POLE from Internal SCH lib=SparkFun  With Device=CAP_POLE from LIB=kolosy
Device Name Conflict: Device=CAP_POLEN_J2 from Internal SCH lib=SparkFun  With Device=CAP_POLEN_J2 from LIB=kolosy
Device Name Conflict: Device=CAP_POLF80 from Internal SCH lib=SparkFun  With Device=CAP_POLF80 from LIB=kolosy
Device Name Conflict: Device=CAP_POLG from Internal SCH lib=SparkFun  With Device=CAP_POLG from LIB=kolosy
Device Name Conflict: Device=CAP_POLH13 from Internal SCH lib=SparkFun  With Device=CAP_POLH13 from LIB=kolosy
Device Name Conflict: Device=CAP_POLPTH1 from Internal SCH lib=SparkFun  With Device=CAP_POLPTH1 from LIB=kolosy
Device Name Conflict: Device=CAP_POLPTH2 from Internal SCH lib=SparkFun  With Device=CAP_POLPTH2 from LIB=kolosy
Device Name Conflict: Device=CAP_POLPTH3 from Internal SCH lib=SparkFun  With Device=CAP_POLPTH3 from LIB=kolosy
Device Name Conflict: Device=CAP_POLPTH4 from Internal SCH lib=SparkFun  With Device=CAP_POLPTH4 from LIB=kolosy
Device Name Conflict: Device=CAP_POLSMD from Internal SCH lib=SparkFun  With Device=CAP_POLSMD from LIB=kolosy
Device Name Conflict: Device=GND from Internal SCH lib=SparkFun  With Device=GND from LIB=SparkFun-Aesthetics
Device Name Conflict: Device=GND from Internal SCH lib=SparkFun  With Device=GND from LIB=supply1
Device Name Conflict: Device=RESISTOR0402-RES from Internal SCH lib=SparkFun  With Device=RESISTOR0402-RES from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun  With Device=RESISTOR0603-RES from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun  With Device=RESISTOR0603-RES from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun  With Device=RESISTOR0805-RES from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun  With Device=RESISTOR0805-RES from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun  With Device=RESISTOR1206 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun  With Device=RESISTOR1206 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun  With Device=RESISTOR2010 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun  With Device=RESISTOR2010 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun  With Device=RESISTOR2512 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun  With Device=RESISTOR2512 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/2W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/2W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/4W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/4W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/6W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1/6W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-1W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-2W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun  With Device=RESISTORPTH-2W from LIB=SparkFun-Resistors
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun  With Symbol=CAP from LIB=SparkFun-Capacitors
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun  With Symbol=CAP from LIB=SparkFun-Passives
Symbol Name Conflict: Symbol=CAP_POL from Internal SCH lib=SparkFun  With Symbol=CAP_POL from LIB=kolosy
Symbol Name Conflict: Symbol=GND from Internal SCH lib=SparkFun  With Symbol=GND from LIB=supply1
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun  With Symbol=RESISTOR from LIB=SparkFun-Passives
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun  With Symbol=RESISTOR from LIB=SparkFun-Resistors
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun  With Package=1/6W-RES from LIB=SparkFun-Passives
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun  With Package=1/6W-RES from LIB=SparkFun-Resistors
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun  With Package=0402-CAP from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun  With Package=0402-CAP from LIB=SparkFun-Passives
Package Name Conflict: Package=0402-RES from Internal SCH lib=SparkFun  With Package=0402-RES from LIB=SparkFun-Passives
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun  With Package=0603-CAP from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun  With Package=0603-CAP from LIB=SparkFun-Passives
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun  With Package=0603-RES from LIB=SparkFun-Passives
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun  With Package=0603-RES from LIB=SparkFun-Resistors
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun  With Package=0805 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun  With Package=0805 from LIB=SparkFun-Passives
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun  With Package=0805 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun  With Package=1206 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun  With Package=1206 from LIB=SparkFun-Passives
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun  With Package=1206 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun  With Package=1210 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun  With Package=1210 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun  With Package=AXIAL-0.3 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun  With Package=AXIAL-0.3 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun  With Package=AXIAL-0.4 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun  With Package=AXIAL-0.4 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun  With Package=AXIAL-0.5 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun  With Package=AXIAL-0.5 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun  With Package=AXIAL-0.6 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun  With Package=AXIAL-0.6 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun  With Package=AXIAL-0.8 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun  With Package=AXIAL-0.8 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun  With Package=AXIAL-5MM from LIB=SparkFun-Capacitors
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun  With Package=AXIAL-5MM from LIB=SparkFun-Passives
Package Name Conflict: Package=C0402 from Internal SCH lib=SparkFun  With Package=C0402 from LIB=SmartPrj
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun  With Package=CAP-PTH-5MM from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun  With Package=CAP-PTH-5MM from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun  With Package=CAP-PTH-LARGE from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun  With Package=CAP-PTH-LARGE from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun  With Package=CAP-PTH-SMALL from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun  With Package=CAP-PTH-SMALL from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun  With Package=CAP-PTH-SMALL2 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun  With Package=CAP-PTH-SMALL2 from LIB=SparkFun-Passives
Package Name Conflict: Package=CPOL-RADIAL-10UF-25V from Internal SCH lib=SparkFun  With Package=CPOL-RADIAL-10UF-25V from LIB=kolosy
Package Name Conflict: Package=CPOL-RADIAL-100UF-25V from Internal SCH lib=SparkFun  With Package=CPOL-RADIAL-100UF-25V from LIB=kolosy
Package Name Conflict: Package=CPOL-RADIAL-1000UF-25V from Internal SCH lib=SparkFun  With Package=CPOL-RADIAL-1000UF-25V from LIB=kolosy
Package Name Conflict: Package=CPOL-RADIAL-1000UF-63V from Internal SCH lib=SparkFun  With Package=CPOL-RADIAL-1000UF-63V from LIB=kolosy
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun  With Package=CTZ3 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun  With Package=CTZ3 from LIB=SparkFun-Passives
Package Name Conflict: Package=EIA3216 from Internal SCH lib=SparkFun  With Package=EIA3216 from LIB=kolosy
Package Name Conflict: Package=EIA3216-KIT from Internal SCH lib=SparkFun  With Package=EIA3216-KIT from LIB=kolosy
Package Name Conflict: Package=EIA3528 from Internal SCH lib=SparkFun  With Package=EIA3528 from LIB=kolosy
Package Name Conflict: Package=EIA3528-KIT from Internal SCH lib=SparkFun  With Package=EIA3528-KIT from LIB=kolosy
Package Name Conflict: Package=EIA6032 from Internal SCH lib=SparkFun  With Package=EIA6032 from LIB=kolosy
Package Name Conflict: Package=EIA7343 from Internal SCH lib=SparkFun  With Package=EIA7343 from LIB=kolosy
Package Name Conflict: Package=EN_J2 from Internal SCH lib=SparkFun  With Package=EN_J2 from LIB=kolosy
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun  With Package=GRM43D from LIB=SparkFun-Capacitors
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun  With Package=GRM43D from LIB=SparkFun-Passives
Package Name Conflict: Package=NIPPON_F80 from Internal SCH lib=SparkFun  With Package=NIPPON_F80 from LIB=kolosy
Package Name Conflict: Package=PANASONIC_C from Internal SCH lib=SparkFun  With Package=PANASONIC_C from LIB=kolosy
Package Name Conflict: Package=PANASONIC_D from Internal SCH lib=SparkFun  With Package=PANASONIC_D from LIB=kolosy
Package Name Conflict: Package=PANASONIC_E from Internal SCH lib=SparkFun  With Package=PANASONIC_E from LIB=kolosy
Package Name Conflict: Package=PANASONIC_G from Internal SCH lib=SparkFun  With Package=PANASONIC_G from LIB=kolosy
Package Name Conflict: Package=PANASONIC_H13 from Internal SCH lib=SparkFun  With Package=PANASONIC_H13 from LIB=kolosy
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun  With Package=R2010 from LIB=SmartPrj
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun  With Package=R2010 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun  With Package=R2010 from LIB=SparkFun-Resistors
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun  With Package=R2512 from LIB=SmartPrj
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun  With Package=R2512 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun  With Package=R2512 from LIB=SparkFun-Resistors
Package Name Conflict: Package=SOT23-3 from Internal SCH lib=SparkFun  With Package=SOT23-3 from LIB=SparkFun-DiscreteSemi
Package Name Conflict: Package=VISHAY_C from Internal SCH lib=SparkFun  With Package=VISHAY_C from LIB=kolosy
Device Name Conflict: Device=GND from Internal SCH lib=SparkFun-Aesthetics  With Device=GND from LIB=SparkFun
Device Name Conflict: Device=GND from Internal SCH lib=SparkFun-Aesthetics  With Device=GND from LIB=supply1
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0402-CAP from LIB=SparkFun
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0402-CAP from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0603-CAP from LIB=SparkFun
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0603-CAP from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0805 from LIB=SparkFun
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP0805 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP1206 from LIB=SparkFun
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP1206 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP1210 from LIB=SparkFun
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun-Capacitors  With Device=CAP1210 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun-Capacitors  With Device=CAPASMD from LIB=SparkFun
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun-Capacitors  With Device=CAPASMD from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPKIT from Internal SCH lib=SparkFun-Capacitors  With Device=CAPKIT from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH from LIB=SparkFun
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH1 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH1 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH2 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH2 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH3 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun-Capacitors  With Device=CAPPTH3 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun-Capacitors  With Device=CAPSMD from LIB=SparkFun
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun-Capacitors  With Device=CAPSMD from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun-Capacitors  With Device=CAP_ from LIB=SparkFun
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun-Capacitors  With Device=CAP_ from LIB=SparkFun-Passives
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun-Capacitors  With Symbol=CAP from LIB=SparkFun
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun-Capacitors  With Symbol=CAP from LIB=SparkFun-Passives
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun-Capacitors  With Package=0402-CAP from LIB=SparkFun
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun-Capacitors  With Package=0402-CAP from LIB=SparkFun-Passives
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun-Capacitors  With Package=0603-CAP from LIB=SparkFun
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun-Capacitors  With Package=0603-CAP from LIB=SparkFun-Passives
